user_id,traveler_type,n_travelers,budget_inr,mood_1,mood_2,mood_3,weather_pref,travel_month,trip_lane,package_id,package_name,destination,country,package_lane,package_price_inr,total_est_cost,within_budget,mood_match_count,weather_match,lane_match,duration_days,pkg_rating,booked,relevance_score
989,family,5,250000,Romantic,Adventurous,Party,Temperate,Dec,India,37,Kashmir Paradise on Earth,Kashmir,India,India,55000,220000,1,1,0,1,6,4.8,1,100
990,solo,1,30000,Spiritual,Party,,Warm,Oct,International,36,"Pune Forts, Food & Nightlife",Pune,India,India,18000,18000,1,1,1,0,3,4.2,1,90.32
991,solo,1,80000,Romantic,Cultural,Adventurous,Temperate,Aug,India,33,Pondicherry French Riviera,Pondicherry,India,India,24000,24000,1,1,0,1,4,4.5,1,100
992,couple,2,150000,Romantic,,,Rainy,Sep,International,62,Osaka Food & Fun Festival,Japan,Japan,International,90000,180000,0,0,0,1,5,4.7,1,73.03
993,couple,2,70000,Adventurous,Cultural,,Cool,Mar,,57,Bali Soul & Serenity,Bali,Indonesia,International,55000,110000,0,0,0,1,6,4.7,1,70.99
994,family,3,250000,Adventurous,Relaxed,Romantic,Cold,Jan,,24,Rishikesh Adventure & Yoga,Rishikesh,India,India,20000,48000,1,1,1,1,4,4.5,1,100
995,solo,1,10000,Spiritual,,,Temperate,Feb,,46,Bangkok City Pulse,Bangkok,Thailand,International,45000,45000,0,0,0,1,5,4.5,0,61.49
996,friends,6,150000,Adventurous,Relaxed,,Cold,Oct,International,74,Singapore City Marvel,Singapore,Singapore,International,85000,408000,0,1,0,1,5,4.6,1,74.29
997,friends,6,200000,Adventurous,,,Cold,Jan,International,53,Dubai Luxury & Glamour,Dubai,UAE,International,120000,576000,0,0,0,1,5,4.6,0,75.99
998,couple,2,200000,Spiritual,Cultural,Romantic,Cool,Jul,,78,Penang Street Food & Heritage,Malaysia,Malaysia,International,38000,76000,1,1,0,1,4,4.6,0,94.15
999,family,3,80000,Spiritual,Cultural,Party,Rainy,Dec,India,20,Andaman Island Paradise,Andaman,India,India,55000,132000,0,0,0,1,6,4.7,0,63.76
1000,family,4,80000,Romantic,Adventurous,Cultural,Cool,Jun,India,61,Kyoto Traditional Japan,Japan,Japan,International,105000,336000,0,2,1,0,6,4.8,0,57.16
1001,friends,3,60000,Cultural,Party,,Cold,Feb,International,59,Bali Honeymoon Dream,Bali,Indonesia,International,95000,228000,0,0,0,1,7,4.8,1,67.07
1002,couple,2,40000,Adventurous,Spiritual,Cultural,Temperate,Nov,,62,Osaka Food & Fun Festival,Japan,Japan,International,90000,180000,0,1,0,1,5,4.7,1,72.96
1003,friends,5,100000,Relaxed,,,Temperate,Jul,,78,Penang Street Food & Heritage,Malaysia,Malaysia,International,38000,152000,0,0,0,1,4,4.6,1,69.51
1004,couple,2,40000,Party,,,Cold,Sep,,26,Coorg Coffee & Nature Retreat,Coorg,India,India,32000,64000,0,0,0,1,4,4.5,1,64.66
1005,couple,2,20000,Adventurous,Relaxed,Cultural,Rainy,Sep,International,13,Udaipur Lake Romance,Udaipur,India,India,58000,116000,0,1,0,0,5,4.8,0,53.26
1006,couple,2,70000,Spiritual,Cultural,,Rainy,Feb,,52,Chiang Mai Culture & Temples,Chiang Mai,Thailand,International,38000,76000,0,2,0,1,5,4.6,0,100
1007,family,5,180000,Party,Romantic,Cultural,Cool,Dec,India,46,Bangkok City Pulse,Bangkok,Thailand,International,45000,180000,1,2,0,0,5,4.5,1,69.56
1008,solo,1,80000,Romantic,Party,Spiritual,Cold,Aug,India,66,Paris Romance & Art,Europe,Europe,International,175000,175000,0,1,1,0,6,4.8,0,48.04
1009,friends,3,100000,Romantic,Relaxed,,Rainy,Sep,,66,Paris Romance & Art,Europe,Europe,International,175000,420000,0,1,0,1,6,4.8,1,66.27
1010,family,3,80000,Cultural,,,Cool,Jul,,42,Maldives Dive & Snorkel Explorer,Maldives,Maldives,International,150000,360000,0,0,0,1,6,4.8,0,55.68
1011,friends,3,100000,Relaxed,,,Cold,May,International,36,"Pune Forts, Food & Nightlife",Pune,India,India,18000,43200,1,1,0,0,3,4.2,1,79.34
1012,solo,1,30000,Relaxed,,,Cool,Sep,,34,Hampi Ruins & Bouldering,Hampi,India,India,16000,16000,1,0,0,1,4,4.6,1,93.95
1013,solo,1,50000,Romantic,,,Cool,May,,4,Goa Wellness & Heritage Tour,Goa,India,India,30000,30000,1,0,1,1,5,4.4,0,97.07
1014,friends,3,30000,Party,Cultural,,Cold,Feb,India,59,Bali Honeymoon Dream,Bali,Indonesia,International,95000,228000,0,0,0,0,7,4.8,0,39.21
1015,solo,1,120000,Cultural,,,Warm,Jun,India,36,"Pune Forts, Food & Nightlife",Pune,India,India,18000,18000,1,1,1,1,3,4.2,1,100
1016,solo,1,50000,Cultural,,,Rainy,Jun,India,66,Paris Romance & Art,Europe,Europe,International,175000,175000,0,1,0,0,6,4.8,1,62.91
1017,solo,1,20000,Party,Adventurous,Spiritual,Cold,Aug,India,81,Zermatt Matterhorn Snow Escape,Switzerland,Switzerland,International,210000,210000,0,0,1,0,6,4.8,0,41.4
1018,friends,4,30000,Cultural,Adventurous,Relaxed,Temperate,Feb,International,64,China Great Wall & Heritage,China,China,International,100000,320000,0,2,0,1,7,4.6,1,80.82
1019,couple,2,200000,Spiritual,Party,,Rainy,Apr,,27,Ooty Nilgiri Hills Escape,Ooty,India,India,22000,44000,1,0,0,1,4,4.3,1,84.56
1020,couple,2,100000,Cultural,Party,,Rainy,Jun,,39,Munnar Tea Estate Escape,Munnar,India,India,28000,56000,1,0,1,1,4,4.6,1,100
1021,couple,2,100000,Romantic,Adventurous,,Temperate,Feb,India,13,Udaipur Lake Romance,Udaipur,India,India,58000,116000,0,1,0,1,5,4.8,0,99.36
1022,couple,2,150000,Cultural,Adventurous,,Warm,May,International,51,Phuket Romantic Getaway,Phuket,Thailand,International,75000,150000,1,0,1,1,5,4.7,1,100
1023,solo,1,120000,Party,Cultural,,Temperate,Jul,International,53,Dubai Luxury & Glamour,Dubai,UAE,International,120000,120000,1,1,0,1,5,4.6,1,95.94
1024,friends,3,150000,Adventurous,Spiritual,,Cool,Sep,India,29,Darjeeling Tea & Sunrise Tour,Darjeeling,India,India,26000,62400,1,0,1,1,4,4.5,1,100
1025,friends,4,200000,Cultural,,,Warm,Jul,India,15,Kerala Backwaters Bliss,Kerala,India,India,45000,144000,1,0,1,1,6,4.7,1,97.7
1026,solo,1,20000,Spiritual,Adventurous,,Cool,Sep,International,71,Sri Lanka Heritage Express,Sri Lanka,Sri Lanka,International,42000,42000,0,0,0,1,6,4.6,1,63.79
1027,friends,4,100000,Adventurous,Spiritual,,Cool,Jan,India,30,Spiti Valley Offbeat Circuit,Spiti Valley,India,India,48000,153600,0,2,0,1,8,4.8,1,100
1028,family,3,80000,Romantic,Relaxed,,Cool,Nov,,65,Shanghai Modern & Bund Tour,China,China,International,88000,211200,0,0,1,1,5,4.5,0,76.54
1029,solo,1,50000,Cultural,,,Cold,Feb,India,35,Kochi Heritage Coastal Tour,Kochi,India,India,22000,22000,1,1,0,1,4,4.4,1,100
1030,solo,1,80000,Adventurous,Relaxed,Party,Cool,Oct,International,54,Dubai Thrills & Adventure,Dubai,UAE,International,85000,85000,0,2,0,1,4,4.5,1,100
1031,solo,1,50000,Relaxed,,,Cold,Nov,,55,Dubai Heritage & Culture Tour,Dubai,UAE,International,70000,70000,0,0,0,1,4,4.5,0,62.96
1032,friends,6,200000,Adventurous,Party,Relaxed,Temperate,Dec,International,53,Dubai Luxury & Glamour,Dubai,UAE,International,120000,576000,0,1,0,1,5,4.6,1,69.7
1033,solo,1,80000,Party,,,Cool,Aug,International,70,Santorini Sunset Escape,Europe,Europe,International,195000,195000,0,0,0,1,6,4.9,0,57.81
1034,friends,4,30000,Spiritual,,,Cool,Apr,International,40,Jodhpur Blue City & Desert,Jodhpur,India,India,20000,64000,0,0,0,0,3,4.5,0,35.17
1035,couple,2,100000,Party,Spiritual,Adventurous,Warm,Aug,International,76,KL City & Petronas Highlights,Malaysia,Malaysia,International,45000,90000,1,1,1,1,5,4.4,1,100
1036,friends,6,100000,Adventurous,Spiritual,Party,Rainy,Aug,International,5,Manali Snow Adventure,Manali,India,India,32000,153600,0,1,0,0,5,4.6,0,55.69
1037,friends,6,150000,Spiritual,Relaxed,Cultural,Temperate,Dec,India,31,Ranthambore Tiger Safari,Ranthambore,India,India,38000,182400,0,1,0,1,4,4.7,0,95.55
1038,couple,2,20000,Party,,,Temperate,Mar,,16,Kerala Luxury Ayurveda Retreat,Kerala,India,India,95000,190000,0,0,0,1,7,4.8,1,65.96
1039,couple,2,20000,Relaxed,Party,,Cold,Dec,,63,Hokkaido Snow & Onsen,Japan,Japan,International,115000,230000,0,0,1,1,6,4.7,1,86.71
1040,couple,2,150000,Adventurous,Spiritual,Romantic,Rainy,Oct,International,73,Sri Lanka Beach & Wellness,Sri Lanka,Sri Lanka,International,48000,96000,1,1,0,1,5,4.5,1,95.72
1041,friends,4,200000,Party,Relaxed,Romantic,Temperate,Mar,India,27,Ooty Nilgiri Hills Escape,Ooty,India,India,22000,70400,1,2,0,1,4,4.3,0,97.58
1042,couple,2,100000,Relaxed,Cultural,,Rainy,Aug,,25,Jaisalmer Desert Magic,Jaisalmer,India,India,25000,50000,1,0,0,1,4,4.6,0,98.71
1043,couple,2,20000,Romantic,,,Cold,Jul,,45,Mauritius Adventure Circuit,Mauritius,Mauritius,International,130000,260000,0,0,0,1,6,4.6,0,55.69
1044,friends,4,200000,Relaxed,,,Cool,May,India,52,Chiang Mai Culture & Temples,Chiang Mai,Thailand,International,38000,121600,1,1,1,0,5,4.6,1,94.64
1045,couple,2,150000,Spiritual,Romantic,Party,Cool,Mar,India,14,Udaipur Heritage Spiritual Walk,Udaipur,India,India,28000,56000,1,1,1,1,4,4.5,0,100
1046,couple,2,100000,Romantic,,,Warm,Jan,India,79,Switzerland Alpine Romance,Switzerland,Switzerland,International,220000,440000,0,1,0,0,7,4.8,0,60.65
1047,family,5,180000,Romantic,Spiritual,,Warm,Apr,,66,Paris Romance & Art,Europe,Europe,International,175000,700000,0,1,0,1,6,4.8,1,77.12
1048,friends,5,30000,Adventurous,Cultural,Romantic,Cool,Jul,,46,Bangkok City Pulse,Bangkok,Thailand,International,45000,180000,0,2,0,1,5,4.5,1,79.35
1049,solo,1,30000,Relaxed,,,Cold,Aug,,33,Pondicherry French Riviera,Pondicherry,India,India,24000,24000,1,1,0,1,4,4.5,1,100
1050,family,3,40000,Party,,,Cold,Sep,India,25,Jaisalmer Desert Magic,Jaisalmer,India,India,25000,60000,0,1,0,1,4,4.6,0,94.73
1051,friends,3,100000,Relaxed,Spiritual,Romantic,Warm,Nov,International,40,Jodhpur Blue City & Desert,Jodhpur,India,India,20000,48000,1,0,1,0,3,4.5,1,80.26
1052,friends,3,30000,Party,Spiritual,Cultural,Temperate,Mar,International,33,Pondicherry French Riviera,Pondicherry,India,India,24000,57600,0,1,0,0,4,4.5,0,44.37
1053,solo,1,10000,Cultural,Adventurous,Spiritual,Cool,Feb,International,70,Santorini Sunset Escape,Europe,Europe,International,195000,195000,0,0,0,1,6,4.9,1,64.64
1054,friends,3,100000,Cultural,,,Rainy,Dec,India,8,Shimla Heritage & Hills,Shimla,India,India,25000,60000,1,0,0,1,4,4.4,1,78.97
1055,couple,2,20000,Party,Cultural,Relaxed,Warm,Apr,,41,Maldives Overwater Villa Escape,Maldives,Maldives,International,180000,360000,0,1,1,1,5,4.9,0,98.52
1056,friends,4,200000,Adventurous,Relaxed,,Cold,May,,6,Manali Honeymoon in Snow,Manali,India,India,55000,176000,1,1,1,1,6,4.7,1,100
1057,family,5,180000,Relaxed,,,Warm,Mar,,44,Mauritius Honeymoon Paradise,Mauritius,Mauritius,International,160000,640000,0,1,1,1,7,4.8,1,100
1058,couple,2,200000,Party,Relaxed,,Cool,May,,3,Goa Luxury Couple Retreat,Goa,India,India,65000,130000,1,1,1,1,6,4.7,1,100
1059,couple,2,100000,Romantic,Adventurous,Cultural,Cool,Oct,International,25,Jaisalmer Desert Magic,Jaisalmer,India,India,25000,50000,1,2,0,0,4,4.6,1,79.85
1060,couple,2,200000,Romantic,Relaxed,,Temperate,Jun,,26,Coorg Coffee & Nature Retreat,Coorg,India,India,32000,64000,1,2,0,1,4,4.5,1,100
1061,family,3,250000,Adventurous,Spiritual,,Rainy,Apr,,67,Rome Colosseum & Culture,Europe,Europe,International,155000,372000,0,1,0,1,5,4.7,1,78.55
1062,couple,2,150000,Cultural,Romantic,Relaxed,Rainy,Apr,International,37,Kashmir Paradise on Earth,Kashmir,India,India,55000,110000,1,2,0,0,6,4.8,0,75.62
1063,solo,1,120000,Adventurous,Party,Cultural,Temperate,Oct,International,34,Hampi Ruins & Bouldering,Hampi,India,India,16000,16000,1,2,0,0,4,4.6,1,74.97
1064,friends,3,100000,Adventurous,,,Temperate,Aug,International,5,Manali Snow Adventure,Manali,India,India,32000,76800,1,1,0,0,5,4.6,1,90.71
1065,couple,2,40000,Spiritual,Adventurous,,Warm,Aug,,13,Udaipur Lake Romance,Udaipur,India,India,58000,116000,0,0,1,1,5,4.8,1,74.85
1066,family,4,120000,Romantic,Party,Spiritual,Cold,Jan,India,52,Chiang Mai Culture & Temples,Chiang Mai,Thailand,International,38000,121600,0,1,0,0,5,4.6,1,73.57
1067,solo,1,30000,Party,Spiritual,Relaxed,Cool,Sep,India,65,Shanghai Modern & Bund Tour,China,China,International,88000,88000,0,1,1,0,5,4.5,1,62.94
1068,couple,2,200000,Relaxed,Cultural,,Cold,Mar,International,68,Barcelona Beach & Architecture,Europe,Europe,International,160000,320000,0,2,0,1,6,4.7,1,89.55
1069,family,5,80000,Adventurous,,,Cold,May,India,22,Leh Ladakh Bike Expedition,Leh Ladakh,India,India,45000,180000,0,1,1,1,8,4.8,1,100
1070,couple,2,100000,Romantic,,,Warm,Aug,,32,Mysore Palace & Culture Tour,Mysore,India,India,18000,36000,1,0,1,1,3,4.5,1,100
1071,family,4,80000,Party,,,Cool,Jun,India,28,Amritsar Golden Temple Pilgrimage,Amritsar,India,India,12000,38400,1,0,1,1,3,4.7,1,100
1072,family,4,180000,Cultural,Spiritual,Relaxed,Cool,Oct,India,55,Dubai Heritage & Culture Tour,Dubai,UAE,International,70000,224000,0,2,1,0,4,4.5,1,96.31
1073,friends,5,30000,Spiritual,Party,Relaxed,Cool,Mar,International,48,Pattaya Beach & Nightlife Blast,Pattaya,Thailand,International,40000,160000,0,2,0,1,5,4.2,1,84.32
1074,family,4,80000,Romantic,Party,,Temperate,Jan,International,44,Mauritius Honeymoon Paradise,Mauritius,Mauritius,International,160000,512000,0,1,0,1,7,4.8,1,72.09
1075,couple,2,200000,Relaxed,Party,Cultural,Cold,Nov,,54,Dubai Thrills & Adventure,Dubai,UAE,International,85000,170000,1,1,0,1,4,4.5,1,100
1076,couple,2,150000,Party,Cultural,Relaxed,Temperate,Nov,,2,Goa Party & Water Sports Rush,Goa,India,India,35000,70000,1,1,0,1,5,4.3,1,90.8
1077,friends,6,30000,Party,Spiritual,Romantic,Temperate,Dec,International,7,Manali Extreme Trekking Expedition,Manali,India,India,40000,192000,0,0,0,0,7,4.5,0,33.72
1078,couple,2,100000,Relaxed,Adventurous,Cultural,Cold,Dec,,15,Kerala Backwaters Bliss,Kerala,India,India,45000,90000,1,1,0,1,6,4.7,1,98.04
1079,family,3,180000,Relaxed,Cultural,,Temperate,Aug,International,66,Paris Romance & Art,Europe,Europe,International,175000,420000,0,1,0,1,6,4.8,1,81.72
1080,friends,5,200000,Adventurous,Romantic,,Cold,Jul,India,55,Dubai Heritage & Culture Tour,Dubai,UAE,International,70000,280000,0,0,0,0,4,4.5,0,39.17
1081,friends,5,30000,Relaxed,Romantic,Cultural,Rainy,Dec,International,58,"Bali Surf, Party & Explore",Bali,Indonesia,International,52000,208000,0,0,0,1,6,4.5,0,60.01
1082,couple,2,100000,Romantic,Cultural,,Temperate,Dec,,13,Udaipur Lake Romance,Udaipur,India,India,58000,116000,0,1,0,1,5,4.8,0,100
1083,family,3,120000,Relaxed,Adventurous,,Rainy,Dec,,68,Barcelona Beach & Architecture,Europe,Europe,International,160000,384000,0,1,0,1,6,4.7,1,69.94
1084,friends,5,150000,Adventurous,,,Cold,Dec,,11,Jaipur Luxury Palace Stay,Jaipur,India,India,75000,300000,0,0,0,1,5,4.8,1,66.93
1085,family,3,250000,Romantic,Spiritual,,Rainy,Sep,India,11,Jaipur Luxury Palace Stay,Jaipur,India,India,75000,180000,1,1,0,1,5,4.8,1,100
1086,family,5,80000,Spiritual,Relaxed,,Rainy,Jul,India,28,Amritsar Golden Temple Pilgrimage,Amritsar,India,India,12000,48000,1,1,0,1,3,4.7,1,100
1087,solo,1,10000,Cultural,Adventurous,,Cold,May,International,35,Kochi Heritage Coastal Tour,Kochi,India,India,22000,22000,0,1,0,0,4,4.4,0,40.96
1088,solo,1,10000,Romantic,Adventurous,Relaxed,Rainy,May,,41,Maldives Overwater Villa Escape,Maldives,Maldives,International,180000,180000,0,2,0,1,5,4.9,1,76.69
1089,family,5,180000,Spiritual,Relaxed,,Cold,Jun,International,59,Bali Honeymoon Dream,Bali,Indonesia,International,95000,380000,0,0,0,1,7,4.8,0,56.46
1090,family,5,80000,Party,Romantic,Cultural,Warm,Nov,,60,Japan City & Culture Grand Tour,Japan,Japan,International,125000,500000,0,2,0,1,8,4.8,1,86.9
1091,family,3,80000,Spiritual,Romantic,Cultural,Cold,Jun,International,81,Zermatt Matterhorn Snow Escape,Switzerland,Switzerland,International,210000,504000,0,1,1,1,6,4.8,1,81.05
1092,friends,6,30000,Spiritual,Party,,Cool,Jul,,22,Leh Ladakh Bike Expedition,Leh Ladakh,India,India,45000,216000,0,1,1,1,8,4.8,0,89.96
1093,solo,1,20000,Relaxed,,,Rainy,May,India,78,Penang Street Food & Heritage,Malaysia,Malaysia,International,38000,38000,0,0,0,0,4,4.6,0,38.82
1094,family,3,180000,Romantic,Cultural,Spiritual,Warm,Nov,,52,Chiang Mai Culture & Temples,Chiang Mai,Thailand,International,38000,91200,1,2,1,1,5,4.6,1,100
1095,family,4,180000,Romantic,Party,,Cool,Mar,International,41,Maldives Overwater Villa Escape,Maldives,Maldives,International,180000,576000,0,1,0,1,5,4.9,1,80.76
1096,couple,2,150000,Party,Cultural,Spiritual,Cool,Nov,India,60,Japan City & Culture Grand Tour,Japan,Japan,International,125000,250000,0,2,1,0,8,4.8,1,77.66
1097,solo,1,30000,Adventurous,Cultural,Party,Warm,Jun,India,18,Taj Mahal & Mughal Heritage,Agra,India,India,18000,18000,1,1,1,1,3,4.6,1,100
1098,couple,2,70000,Adventurous,Cultural,Party,Cool,Jun,India,71,Sri Lanka Heritage Express,Sri Lanka,Sri Lanka,International,42000,84000,0,1,0,0,6,4.6,0,49.15
1099,solo,1,80000,Party,Adventurous,,Rainy,Aug,India,38,Kashmir Ski & Snow Sports,Kashmir,India,India,48000,48000,1,1,0,1,5,4.7,1,100
1100,friends,4,150000,Relaxed,Cultural,Spiritual,Temperate,Sep,International,15,Kerala Backwaters Bliss,Kerala,India,India,45000,144000,1,2,0,0,6,4.7,0,60.94
1101,solo,1,120000,Relaxed,Spiritual,Cultural,Temperate,Aug,,50,Phuket Island Life,Phuket,Thailand,International,58000,58000,1,1,0,1,6,4.6,1,99.96
1102,friends,6,200000,Cultural,Party,Spiritual,Warm,Feb,India,6,Manali Honeymoon in Snow,Manali,India,India,55000,264000,0,0,0,1,6,4.7,1,87.05
1103,solo,1,50000,Romantic,Adventurous,Spiritual,Temperate,Apr,International,75,Singapore Luxury & Leisure,Singapore,Singapore,International,110000,110000,0,1,0,1,5,4.7,0,73.27
1104,couple,2,70000,Party,Romantic,Cultural,Cold,Oct,International,63,Hokkaido Snow & Onsen,Japan,Japan,International,115000,230000,0,1,1,1,6,4.7,1,87.39
1105,couple,2,40000,Spiritual,Romantic,,Cold,May,,18,Taj Mahal & Mughal Heritage,Agra,India,India,18000,36000,1,2,0,1,3,4.6,1,100
1106,friends,4,60000,Spiritual,,,Cold,Jul,International,57,Bali Soul & Serenity,Bali,Indonesia,International,55000,176000,0,1,0,1,6,4.7,1,84.97
1107,couple,2,150000,Romantic,,,Cold,Dec,,4,Goa Wellness & Heritage Tour,Goa,India,India,30000,60000,1,0,0,1,5,4.4,1,95.76
1108,couple,2,40000,Spiritual,Romantic,Cultural,Temperate,Aug,,80,Switzerland Adventure Peaks,Switzerland,Switzerland,International,195000,390000,0,0,0,1,6,4.7,0,56.67
1109,family,4,180000,Cultural,,,Warm,Jun,India,22,Leh Ladakh Bike Expedition,Leh Ladakh,India,India,45000,144000,1,0,0,1,8,4.8,1,82.1
1110,couple,2,100000,Cultural,Relaxed,Adventurous,Cool,Jun,,16,Kerala Luxury Ayurveda Retreat,Kerala,India,India,95000,190000,0,1,0,1,7,4.8,0,72.99
1111,solo,1,10000,Spiritual,Cultural,,Rainy,Feb,India,81,Zermatt Matterhorn Snow Escape,Switzerland,Switzerland,International,210000,210000,0,0,0,0,6,4.8,0,25.13
1112,friends,4,60000,Cultural,,,Temperate,Mar,India,32,Mysore Palace & Culture Tour,Mysore,India,India,18000,57600,1,1,0,1,3,4.5,1,100
1113,friends,3,60000,Relaxed,Adventurous,Romantic,Warm,Apr,India,35,Kochi Heritage Coastal Tour,Kochi,India,India,22000,52800,1,1,1,1,4,4.4,1,100
1114,solo,1,10000,Party,,,Warm,Aug,India,13,Udaipur Lake Romance,Udaipur,India,India,58000,58000,0,0,1,1,5,4.8,1,77.23
1115,couple,2,150000,Spiritual,,,Temperate,Feb,,13,Udaipur Lake Romance,Udaipur,India,India,58000,116000,1,0,0,1,5,4.8,0,98.48
1116,family,4,180000,Romantic,Party,Adventurous,Cold,Sep,International,79,Switzerland Alpine Romance,Switzerland,Switzerland,International,220000,704000,0,1,1,1,7,4.8,1,78.5
1117,friends,4,100000,Spiritual,Cultural,Romantic,Temperate,Feb,India,39,Munnar Tea Estate Escape,Munnar,India,India,28000,89600,1,1,0,1,4,4.6,1,94.27
1118,family,3,40000,Cultural,Romantic,,Warm,Aug,International,61,Kyoto Traditional Japan,Japan,Japan,International,105000,252000,0,2,0,1,6,4.8,1,83.17
1119,couple,2,40000,Romantic,,,Rainy,May,International,69,Amsterdam Canals & Culture,Europe,Europe,International,150000,300000,0,0,0,1,5,4.6,1,66.29
1120,couple,2,40000,Party,,,Cool,Mar,,79,Switzerland Alpine Romance,Switzerland,Switzerland,International,220000,440000,0,0,1,1,7,4.8,1,85.19
1121,family,5,120000,Romantic,,,Temperate,May,International,42,Maldives Dive & Snorkel Explorer,Maldives,Maldives,International,150000,600000,0,0,0,1,6,4.8,0,59.38
1122,friends,6,150000,Party,Cultural,Relaxed,Temperate,Jan,International,46,Bangkok City Pulse,Bangkok,Thailand,International,45000,216000,0,2,0,1,5,4.5,1,88.95
1123,family,3,80000,Cultural,,,Cold,May,International,18,Taj Mahal & Mughal Heritage,Agra,India,India,18000,43200,1,1,0,0,3,4.6,1,90.07
1124,couple,2,150000,Romantic,Relaxed,,Warm,Apr,India,72,Sri Lanka Scenic Train & Hike,Sri Lanka,Sri Lanka,International,38000,76000,1,1,1,0,5,4.7,1,96.09
1125,family,5,180000,Cultural,Party,Adventurous,Cold,Oct,,62,Osaka Food & Fun Festival,Japan,Japan,International,90000,360000,0,2,0,1,5,4.7,1,72.85
1126,friends,6,30000,Adventurous,Relaxed,,Cold,Dec,International,36,"Pune Forts, Food & Nightlife",Pune,India,India,18000,86400,0,1,0,0,3,4.2,0,50.32
1127,couple,2,40000,Relaxed,Party,Adventurous,Cold,Oct,,20,Andaman Island Paradise,Andaman,India,India,55000,110000,0,2,0,1,6,4.7,1,78.82
1128,solo,1,120000,Cultural,Romantic,Spiritual,Temperate,Dec,India,38,Kashmir Ski & Snow Sports,Kashmir,India,India,48000,48000,1,0,0,1,5,4.7,0,87.06
1129,couple,2,70000,Cultural,,,Cold,May,,60,Japan City & Culture Grand Tour,Japan,Japan,International,125000,250000,0,1,1,1,8,4.8,0,100
1130,family,4,40000,Relaxed,Spiritual,Romantic,Warm,Oct,International,53,Dubai Luxury & Glamour,Dubai,UAE,International,120000,384000,0,1,1,1,5,4.6,1,83.79
1131,friends,6,200000,Cultural,Relaxed,,Warm,Oct,India,65,Shanghai Modern & Bund Tour,China,China,International,88000,422400,0,1,1,0,5,4.5,1,66.8
1132,solo,1,120000,Relaxed,,,Temperate,May,International,66,Paris Romance & Art,Europe,Europe,International,175000,175000,0,0,0,1,6,4.8,1,65.3
1133,friends,3,200000,Party,Spiritual,,Temperate,Jan,International,20,Andaman Island Paradise,Andaman,India,India,55000,132000,1,0,0,0,6,4.7,0,57.42
1134,solo,1,30000,Adventurous,Romantic,,Cool,Oct,,50,Phuket Island Life,Phuket,Thailand,International,58000,58000,0,1,0,1,6,4.6,1,83.37
1135,family,5,120000,Spiritual,Adventurous,Cultural,Cool,Apr,International,69,Amsterdam Canals & Culture,Europe,Europe,International,150000,600000,0,1,1,1,5,4.6,1,89.57
1136,couple,2,70000,Adventurous,Cultural,,Cool,May,India,6,Manali Honeymoon in Snow,Manali,India,India,55000,110000,0,0,1,1,6,4.7,1,77.52
1137,couple,2,20000,Party,,,Warm,Jul,India,35,Kochi Heritage Coastal Tour,Kochi,India,India,22000,44000,0,0,1,1,4,4.4,1,70.13
1138,solo,1,50000,Adventurous,,,Temperate,Oct,India,49,Pattaya Water Sports & Islands,Pattaya,Thailand,International,35000,35000,1,1,0,0,4,4.3,0,74.17
1139,solo,1,10000,Cultural,Spiritual,,Cold,Dec,International,23,Ladakh Monastery & Lake Retreat,Leh Ladakh,India,India,52000,52000,0,1,1,0,7,4.7,0,68.02
1140,friends,6,200000,Party,,,Warm,Jan,International,65,Shanghai Modern & Bund Tour,China,China,International,88000,422400,0,1,1,1,5,4.5,1,100
1141,solo,1,30000,Party,,,Cold,Apr,,52,Chiang Mai Culture & Temples,Chiang Mai,Thailand,International,38000,38000,0,0,0,1,5,4.6,1,74.1
1142,solo,1,120000,Relaxed,Adventurous,,Cool,Mar,,61,Kyoto Traditional Japan,Japan,Japan,International,105000,105000,1,0,1,1,6,4.8,0,100
1143,couple,2,100000,Relaxed,,,Rainy,Apr,,67,Rome Colosseum & Culture,Europe,Europe,International,155000,310000,0,0,0,1,5,4.7,0,60.72
1144,couple,2,40000,Adventurous,Cultural,Romantic,Warm,Mar,India,54,Dubai Thrills & Adventure,Dubai,UAE,International,85000,170000,0,1,1,0,4,4.5,0,61.29
1145,couple,2,200000,Romantic,Spiritual,,Cold,Jan,India,64,China Great Wall & Heritage,China,China,International,100000,200000,1,0,1,0,7,4.6,0,75.93
1146,family,5,180000,Cultural,Spiritual,Adventurous,Cool,Feb,India,19,Varanasi Spiritual Immersion,Varanasi,India,India,15000,60000,1,1,1,1,4,4.7,1,100
1147,solo,1,10000,Party,Cultural,,Rainy,Aug,India,29,Darjeeling Tea & Sunrise Tour,Darjeeling,India,India,26000,26000,0,0,0,1,4,4.5,0,72.83
1148,family,3,120000,Spiritual,Romantic,Relaxed,Temperate,Aug,,61,Kyoto Traditional Japan,Japan,Japan,International,105000,252000,0,2,0,1,6,4.8,1,79.1
1149,couple,2,150000,Adventurous,,,Cool,Nov,India,74,Singapore City Marvel,Singapore,Singapore,International,85000,170000,0,0,0,0,5,4.6,0,60.83
1150,solo,1,30000,Cultural,,,Cold,Jun,,37,Kashmir Paradise on Earth,Kashmir,India,India,55000,55000,0,0,1,1,6,4.8,1,79.03
1151,friends,4,150000,Cultural,Adventurous,,Rainy,Dec,India,76,KL City & Petronas Highlights,Malaysia,Malaysia,International,45000,144000,1,1,0,0,5,4.4,1,65.14
