interaction_id,user_id,package_id,budget_inr,num_people,travel_style,mood,weather_preference,trip_lane,destination_query,interaction_type,interaction_strength,booked,rating_given,trip_month,days_preferred
3592,user_8322,1036,61423,1,budget,spiritual,cool,india,Paris,view,0.22,Yes,4.67,Oct,3
3593,user_7531,1017,54862,4,luxury,relaxed,cool,international,Singapore,view,0.22,No,4.6,Apr,4
3594,user_6380,1034,99627,5,balanced,relaxed,warm,international,,agent_chat,0.62,Yes,4.67,Aug,4
3595,user_5544,1022,77402,1,luxury,party,warm,international,Switzerland,view,0.22,No,3.95,Jan,3
3596,user_5037,1011,21725,3,balanced,relaxed,cool,india,Singapore,agent_chat,0.62,No,4.14,Aug,5
3597,user_5016,1033,36555,2,luxury,romantic,temperate,india,Kerala,view,0.22,Yes,4.9,May,6
3598,user_1991,1003,68375,5,budget,adventurous,temperate,international,Paris,save,0.48,No,3.91,Jun,4
3599,user_9030,1026,56191,5,balanced,romantic,rainy,india,Jaipur,view,0.22,Yes,4.84,Jul,4
3600,user_6749,1014,90248,2,balanced,party,temperate,international,,view,0.22,No,3.93,Apr,4
3601,user_5339,1004,61566,4,luxury,party,temperate,international,Singapore,save,0.48,No,4.08,Sep,6
3602,user_6376,1026,33753,5,balanced,curious,temperate,india,Jaipur,agent_chat,0.62,Yes,5.0,Jan,5
3603,user_6064,1005,69656,2,luxury,curious,rainy,international,Singapore,view,0.22,Yes,4.17,Oct,5
3604,user_2199,1017,85430,5,balanced,romantic,cold,international,Singapore,book,0.94,Yes,5.0,Mar,4
3605,user_9743,1045,28828,6,balanced,adventurous,temperate,india,Shimla,group_vote,0.56,Yes,4.54,Apr,3
3606,user_3414,1031,23734,6,budget,adventurous,rainy,india,Kerala,book,0.94,No,4.9,Feb,4
3607,user_3890,1029,83118,3,luxury,party,warm,international,Bali,view,0.22,Yes,4.59,Feb,4
3608,user_9311,1002,116402,6,budget,curious,temperate,international,Udaipur,view,0.22,Yes,4.92,Feb,7
3609,user_4530,1025,15000,3,balanced,adventurous,temperate,india,Jaipur,agent_chat,0.62,No,3.91,Jun,3
3610,user_6180,1029,46173,6,balanced,party,cool,india,Goa,save,0.48,No,5.0,Oct,4
3611,user_5327,1002,78042,2,balanced,romantic,warm,international,Paris,save,0.48,Yes,5.0,Mar,5
3612,user_2395,1032,23615,2,balanced,romantic,rainy,india,Kerala,view,0.22,Yes,4.8,Apr,5
3613,user_1048,1028,98609,3,budget,romantic,cool,international,,group_vote,0.56,Yes,4.04,Nov,5
3614,user_1248,1011,56829,1,balanced,adventurous,warm,international,Bali,group_vote,0.56,No,4.73,Apr,4
3615,user_3669,1002,99582,6,balanced,curious,temperate,international,Paris,group_vote,0.56,No,4.91,Dec,4
3616,user_7726,1013,102623,2,budget,adventurous,rainy,international,Maldives,view,0.22,No,4.82,Jul,6
3617,user_7979,1044,32399,3,balanced,party,temperate,india,Shimla,book,0.94,No,4.95,May,5
3618,user_6560,1021,32074,2,luxury,adventurous,cold,india,,agent_chat,0.62,Yes,3.75,Jan,6
3619,user_3768,1003,56044,2,budget,spiritual,temperate,international,Goa,group_vote,0.56,No,3.96,Dec,4
3620,user_3284,1033,30876,3,luxury,party,warm,india,Manali,agent_chat,0.62,Yes,4.14,Sep,4
3621,user_2793,1020,105789,4,luxury,relaxed,temperate,international,Thailand,save,0.48,No,4.62,Apr,6
3622,user_2226,1022,50240,4,balanced,romantic,rainy,india,Tokyo,save,0.48,Yes,3.3,Nov,5
3623,user_9837,1047,90125,5,budget,relaxed,cold,international,,view,0.22,No,3.38,Apr,5
3624,user_1836,1007,19081,2,balanced,curious,warm,india,,save,0.48,No,3.65,Jun,5
3625,user_3274,1009,84470,1,balanced,spiritual,temperate,international,Dubai,group_vote,0.56,Yes,4.34,Mar,5
3626,user_2537,1007,86335,1,budget,spiritual,cold,international,Goa,group_vote,0.56,No,4.35,Nov,4
3627,user_2612,1015,72546,5,luxury,relaxed,rainy,international,Maldives,agent_chat,0.62,Yes,4.79,Dec,5
3628,user_5903,1018,50250,6,budget,curious,temperate,international,Dubai,save,0.48,No,4.3,May,3
3629,user_6412,1017,88933,2,luxury,adventurous,temperate,international,Singapore,view,0.22,No,4.36,Jan,4
3630,user_9247,1008,75906,4,balanced,relaxed,warm,international,,view,0.22,No,4.67,Mar,3
3631,user_7517,1042,30868,3,balanced,relaxed,temperate,india,Udaipur,save,0.48,No,3.7,Feb,6
3632,user_1091,1035,30161,3,luxury,spiritual,rainy,india,Shimla,group_vote,0.56,Yes,3.72,Sep,5
3633,user_6674,1043,38609,2,budget,adventurous,temperate,india,Goa,view,0.22,Yes,4.83,Dec,3
3634,user_1064,1035,21368,5,luxury,relaxed,temperate,india,Manali,agent_chat,0.62,Yes,5.0,Feb,5
3635,user_5063,1045,127172,2,budget,adventurous,warm,international,,view,0.22,No,3.6,Dec,5
3636,user_3836,1021,69756,3,balanced,adventurous,warm,international,Agra,view,0.22,Yes,4.4,Aug,5
3637,user_9928,1044,44963,2,luxury,spiritual,rainy,india,Goa,agent_chat,0.62,Yes,4.05,Jan,3
3638,user_6297,1034,16147,2,budget,relaxed,temperate,india,Manali,view,0.22,Yes,4.76,Sep,5
3639,user_7252,1019,87776,2,budget,romantic,warm,international,Thailand,view,0.22,Yes,5.0,Aug,7
3640,user_9369,1006,72236,2,luxury,party,temperate,international,Tokyo,view,0.22,No,4.44,Dec,7
3641,user_7081,1006,107732,2,budget,party,warm,international,Tokyo,save,0.48,Yes,4.35,Aug,3
3642,user_7036,1013,94025,2,luxury,curious,warm,international,,group_vote,0.56,Yes,4.5,Apr,4
3643,user_6942,1047,43327,1,budget,party,warm,india,Agra,book,0.94,Yes,5.0,Nov,7
3644,user_2035,1048,30134,4,luxury,relaxed,warm,india,Agra,view,0.22,No,4.56,Jun,5
3645,user_8634,1042,31080,1,luxury,relaxed,rainy,india,Varanasi,save,0.48,Yes,3.74,Aug,6
3646,user_7668,1037,48199,2,balanced,adventurous,temperate,india,,book,0.94,No,3.51,Jul,6
3647,user_1041,1022,25026,2,balanced,romantic,cold,india,Agra,save,0.48,No,3.24,Aug,6
3648,user_3571,1012,29757,2,luxury,adventurous,cool,india,Paris,book,0.94,No,3.65,Nov,6
3649,user_9475,1037,28116,2,budget,romantic,rainy,india,Varanasi,book,0.94,Yes,4.81,Sep,3
3650,user_4012,1046,25688,3,balanced,relaxed,temperate,india,Dubai,view,0.22,No,4.32,Oct,5
3651,user_6625,1040,39518,5,balanced,relaxed,warm,india,,view,0.22,Yes,4.48,Jun,5
3652,user_8117,1038,30906,3,balanced,relaxed,rainy,india,Varanasi,view,0.22,Yes,4.63,Jul,5
3653,user_7393,1045,25595,2,luxury,romantic,rainy,india,Shimla,view,0.22,Yes,4.9,Apr,4
3654,user_8205,1007,82495,4,balanced,party,cool,international,,book,0.94,Yes,4.52,Apr,4
3655,user_3116,1043,26338,4,luxury,adventurous,rainy,india,Singapore,book,0.94,Yes,4.44,Nov,6
3656,user_4408,1014,38019,6,balanced,curious,rainy,india,Shimla,view,0.22,No,3.13,Jun,5
3657,user_8198,1016,72354,2,balanced,romantic,rainy,international,Singapore,view,0.22,Yes,4.02,Oct,6
3658,user_7014,1037,35169,3,balanced,relaxed,rainy,india,,view,0.22,Yes,4.22,Sep,4
3659,user_5147,1030,28902,1,balanced,relaxed,cool,india,Goa,book,0.94,No,4.86,Dec,6
3660,user_5679,1036,32464,1,budget,relaxed,warm,india,Thailand,view,0.22,Yes,4.39,Feb,4
3661,user_8599,1019,63138,2,balanced,adventurous,cold,international,Thailand,view,0.22,No,4.25,Apr,5
3662,user_2517,1034,18331,2,luxury,adventurous,rainy,india,,agent_chat,0.62,No,3.92,Dec,5
3663,user_2096,1039,39893,4,budget,relaxed,warm,india,Varanasi,book,0.94,Yes,4.93,Jul,5
3664,user_5419,1024,121396,2,luxury,romantic,cool,international,Switzerland,group_vote,0.56,Yes,5.0,Jul,7
3665,user_7921,1028,22004,2,luxury,party,warm,india,Goa,group_vote,0.56,Yes,5.0,Jun,5
3666,user_2429,1003,75924,4,budget,curious,rainy,international,Switzerland,agent_chat,0.62,No,3.94,Jan,4
3667,user_3094,1037,35240,2,budget,curious,temperate,india,Varanasi,view,0.22,Yes,4.94,Jul,5
3668,user_8371,1041,16540,2,balanced,curious,temperate,india,Udaipur,view,0.22,Yes,4.71,Jan,5
3669,user_3735,1028,43668,2,balanced,adventurous,warm,india,Goa,save,0.48,Yes,5.0,May,6
3670,user_4700,1010,92767,6,balanced,adventurous,cold,international,,agent_chat,0.62,Yes,4.07,May,4
3671,user_1148,1047,52274,5,balanced,relaxed,warm,international,,view,0.22,No,4.21,Feb,5
3672,user_1602,1034,25452,4,balanced,relaxed,cool,india,Manali,book,0.94,Yes,5.0,Nov,5
3673,user_7211,1038,37345,4,balanced,relaxed,cold,india,Varanasi,save,0.48,Yes,4.7,Jan,4
3674,user_5983,1036,37507,2,budget,curious,warm,india,Switzerland,group_vote,0.56,No,3.39,May,6
3675,user_2467,1015,56941,5,balanced,relaxed,temperate,international,Maldives,view,0.22,Yes,4.11,Sep,5
3676,user_5623,1020,116570,2,luxury,romantic,cold,international,Kerala,group_vote,0.56,No,3.56,Sep,6
3677,user_6329,1028,33861,2,balanced,spiritual,cold,india,Manali,view,0.22,No,3.89,Jun,5
3678,user_2672,1033,37646,3,budget,spiritual,temperate,india,,save,0.48,No,3.37,Jan,4
3679,user_8611,1036,36931,2,balanced,romantic,cool,india,Manali,save,0.48,Yes,4.9,Feb,5
3680,user_3140,1017,93957,2,budget,adventurous,warm,international,Singapore,group_vote,0.56,Yes,4.67,Jun,6
3681,user_2173,1012,131848,1,balanced,party,temperate,international,Shimla,save,0.48,No,3.9,Apr,4
3682,user_8056,1043,79504,1,balanced,relaxed,warm,international,,view,0.22,Yes,4.03,Jan,6
3683,user_5232,1016,82470,2,luxury,spiritual,warm,international,,agent_chat,0.62,Yes,4.52,Apr,6
3684,user_1861,1028,41989,3,luxury,curious,warm,india,Goa,group_vote,0.56,Yes,5.0,Jul,4
3685,user_9057,1047,105742,2,budget,curious,cool,international,Switzerland,view,0.22,No,4.11,Mar,3
3686,user_2164,1021,74205,5,balanced,spiritual,cool,international,Thailand,save,0.48,Yes,4.4,May,5
3687,user_9329,1047,31792,4,balanced,relaxed,warm,india,Agra,agent_chat,0.62,Yes,5.0,Oct,5
3688,user_8017,1046,24061,4,budget,relaxed,temperate,india,Bali,view,0.22,Yes,4.5,Mar,3
3689,user_3378,1033,88496,4,budget,spiritual,cold,international,,save,0.48,Yes,3.93,Oct,5
3690,user_1263,1027,22717,1,budget,romantic,temperate,india,Jaipur,agent_chat,0.62,Yes,4.0,Jan,6
3691,user_8531,1018,77581,2,budget,adventurous,temperate,international,Singapore,view,0.22,Yes,4.75,Jan,6
3692,user_1013,1006,108169,6,balanced,curious,warm,international,Tokyo,agent_chat,0.62,Yes,5.0,May,4
3693,user_4700,1033,25566,5,budget,relaxed,warm,india,,book,0.94,Yes,4.55,Feb,4
3694,user_8795,1031,50590,4,budget,spiritual,rainy,india,Kerala,view,0.22,Yes,5.0,Jul,7
3695,user_2774,1018,77448,2,balanced,adventurous,cold,international,Tokyo,view,0.22,No,2.97,Nov,7
3696,user_9360,1025,41396,4,balanced,adventurous,warm,india,Jaipur,view,0.22,Yes,4.8,Apr,5
3697,user_3054,1035,104130,6,luxury,romantic,warm,international,,view,0.22,No,3.61,May,4
3698,user_8872,1037,18703,2,balanced,adventurous,rainy,india,Paris,save,0.48,Yes,3.72,Jan,7
3699,user_6420,1042,128670,3,balanced,curious,warm,international,,view,0.22,Yes,4.3,Feb,3
3700,user_6644,1026,126507,4,balanced,romantic,cool,international,,group_vote,0.56,No,3.3,May,6
3701,user_3630,1036,36677,2,balanced,adventurous,cool,india,Manali,view,0.22,No,4.7,May,5
3702,user_6965,1006,56708,3,budget,adventurous,cold,international,Tokyo,agent_chat,0.62,No,4.31,Mar,4
3703,user_7415,1042,40104,5,budget,spiritual,temperate,india,Udaipur,view,0.22,Yes,5.0,Sep,5
3704,user_2097,1032,37510,2,balanced,curious,warm,india,Kerala,group_vote,0.56,Yes,5.0,Oct,7
3705,user_1807,1010,62299,2,balanced,relaxed,cold,international,Bali,save,0.48,No,4.6,Dec,5
3706,user_4926,1003,85690,2,balanced,relaxed,rainy,international,Paris,agent_chat,0.62,No,3.84,Mar,5
3707,user_8284,1002,74801,2,luxury,adventurous,cold,international,Paris,view,0.22,No,4.12,Oct,4
3708,user_5630,1020,64245,4,budget,party,rainy,international,Thailand,view,0.22,No,4.75,Jan,5
3709,user_4512,1007,38912,2,budget,relaxed,warm,india,,view,0.22,No,3.56,Nov,6
3710,user_5369,1037,63774,1,balanced,adventurous,warm,international,,agent_chat,0.62,No,4.55,Oct,6
3711,user_8304,1016,71747,6,balanced,adventurous,cool,international,,view,0.22,No,3.95,Nov,4
3712,user_9847,1015,95296,2,balanced,party,rainy,international,Maldives,agent_chat,0.62,No,3.95,Mar,5
3713,user_6336,1011,48831,2,balanced,adventurous,warm,international,Bali,group_vote,0.56,Yes,4.93,Mar,4
3714,user_3457,1022,73513,4,balanced,party,cold,international,Switzerland,save,0.48,Yes,4.61,Dec,5
3715,user_3248,1023,52130,2,balanced,relaxed,rainy,international,Switzerland,view,0.22,Yes,4.97,Oct,7
3716,user_6516,1047,19094,5,budget,romantic,cold,india,Agra,save,0.48,No,3.85,Feb,4
3717,user_2684,1040,69072,2,balanced,curious,cool,international,Thailand,view,0.22,Yes,3.7,Apr,4
3718,user_1518,1006,67657,2,balanced,relaxed,rainy,international,Tokyo,save,0.48,No,3.85,May,7
3719,user_4333,1039,28366,5,luxury,curious,warm,india,,view,0.22,Yes,5.0,Jul,4
3720,user_6806,1017,91449,2,balanced,party,temperate,international,Singapore,view,0.22,No,4.87,Aug,4
3721,user_7121,1030,29672,4,budget,relaxed,cool,india,Goa,save,0.48,Yes,4.83,Apr,7
3722,user_8686,1005,24204,2,luxury,romantic,warm,india,Thailand,save,0.48,No,2.97,Mar,5
3723,user_1601,1018,132571,4,budget,curious,cold,international,Singapore,agent_chat,0.62,No,4.94,Aug,5
3724,user_5661,1045,15000,4,balanced,relaxed,temperate,india,Tokyo,agent_chat,0.62,Yes,5.0,Mar,4
3725,user_9222,1014,94581,3,budget,relaxed,warm,international,,agent_chat,0.62,No,3.48,Dec,4
3726,user_7266,1009,104323,2,budget,relaxed,rainy,international,Switzerland,agent_chat,0.62,Yes,4.15,Jun,4
3727,user_9428,1003,79842,3,luxury,relaxed,temperate,international,Udaipur,save,0.48,Yes,4.39,Nov,4
3728,user_4395,1009,57050,2,balanced,relaxed,cool,international,Dubai,view,0.22,No,4.63,Feb,4
3729,user_4327,1005,148000,6,balanced,adventurous,temperate,international,Manali,agent_chat,0.62,Yes,5.0,Apr,6
3730,user_1628,1040,60618,3,budget,spiritual,cold,international,Dubai,book,0.94,No,3.74,Jun,5
3731,user_9170,1041,33809,4,balanced,romantic,cool,india,Udaipur,view,0.22,No,4.74,Mar,4
3732,user_6637,1002,120219,5,balanced,spiritual,warm,international,Paris,view,0.22,Yes,4.75,Nov,5
3733,user_1286,1019,98080,6,luxury,romantic,rainy,international,Switzerland,view,0.22,Yes,4.35,Nov,6
3734,user_7950,1028,27864,6,balanced,relaxed,cool,india,Goa,book,0.94,Yes,4.89,Mar,4
3735,user_4257,1017,34531,4,budget,party,cool,india,Jaipur,view,0.22,No,3.67,Feb,4
3736,user_6769,1001,26137,1,luxury,party,warm,india,Paris,view,0.22,No,3.97,Jun,4
3737,user_6213,1003,44805,6,budget,spiritual,temperate,india,,view,0.22,No,3.54,Feb,6
3738,user_6301,1012,104904,4,luxury,curious,warm,international,Kerala,book,0.94,Yes,4.58,Feb,3
3739,user_9794,1039,24420,1,luxury,curious,temperate,india,Varanasi,view,0.22,Yes,5.0,Mar,6
3740,user_4303,1038,88677,4,luxury,adventurous,cold,international,,book,0.94,Yes,3.66,Feb,5
3741,user_2482,1013,93212,1,balanced,adventurous,cool,international,Agra,view,0.22,Yes,3.37,Dec,5
3742,user_5708,1025,15461,4,luxury,romantic,rainy,india,Jaipur,view,0.22,Yes,4.98,Jul,5
3743,user_6551,1001,92219,6,budget,relaxed,warm,international,Paris,book,0.94,Yes,4.94,Nov,7
3744,user_1795,1016,47082,3,balanced,adventurous,rainy,international,Singapore,group_vote,0.56,Yes,4.48,Sep,5
3745,user_2200,1009,70131,2,luxury,adventurous,rainy,international,Bali,view,0.22,No,3.56,May,3
3746,user_8973,1021,72752,2,budget,curious,temperate,international,Thailand,save,0.48,Yes,4.35,Dec,5
3747,user_5662,1035,27202,2,balanced,party,warm,india,Manali,view,0.22,Yes,4.7,Oct,4
3748,user_5381,1041,87567,3,balanced,relaxed,warm,international,,group_vote,0.56,Yes,4.91,Feb,4
3749,user_2619,1035,33344,3,budget,adventurous,rainy,india,Manali,save,0.48,Yes,5.0,Dec,5
3750,user_4211,1022,108942,2,budget,spiritual,warm,international,Paris,view,0.22,No,4.11,Nov,4
3751,user_8133,1031,29985,4,balanced,curious,cool,india,Maldives,group_vote,0.56,No,3.36,Sep,5
3752,user_9436,1014,90493,5,balanced,curious,cool,international,Maldives,view,0.22,No,4.06,Aug,5
3753,user_9349,1032,42409,4,budget,adventurous,rainy,india,Jaipur,book,0.94,Yes,4.55,Dec,4
3754,user_8225,1018,54224,4,luxury,adventurous,cool,international,Singapore,view,0.22,No,4.77,Jun,4
3755,user_7357,1034,16620,3,budget,party,temperate,india,Paris,group_vote,0.56,Yes,3.6,Jan,3
3756,user_4970,1028,31094,2,luxury,spiritual,warm,india,Maldives,group_vote,0.56,No,4.35,Feb,5
3757,user_9086,1041,75501,2,budget,relaxed,warm,international,Bali,save,0.48,No,3.94,Apr,6
3758,user_2149,1035,78860,6,budget,adventurous,warm,international,Thailand,view,0.22,Yes,4.7,Aug,5
3759,user_6167,1032,34042,2,balanced,relaxed,temperate,india,Bali,view,0.22,No,4.6,Nov,3
3760,user_5181,1046,38754,1,balanced,romantic,warm,india,Agra,view,0.22,No,4.81,Dec,4
3761,user_6715,1031,39895,4,budget,spiritual,warm,india,Kerala,view,0.22,Yes,5.0,Sep,6
3762,user_5503,1036,40005,1,balanced,relaxed,warm,india,Maldives,group_vote,0.56,Yes,4.93,Oct,4
3763,user_7903,1016,70052,4,budget,adventurous,temperate,international,Singapore,agent_chat,0.62,Yes,4.95,May,5
3764,user_3950,1017,66545,2,luxury,adventurous,rainy,international,Singapore,agent_chat,0.62,No,3.61,Jul,6
3765,user_1527,1004,95380,2,balanced,party,temperate,international,Kerala,save,0.48,Yes,4.41,Jan,4
3766,user_2089,1038,33455,4,luxury,relaxed,warm,india,Varanasi,view,0.22,No,4.69,Dec,5
3767,user_5052,1020,67897,2,luxury,curious,temperate,international,Thailand,book,0.94,No,4.03,May,4
3768,user_6702,1033,22734,6,balanced,relaxed,rainy,india,,group_vote,0.56,Yes,5.0,Jul,3
3769,user_2149,1016,96359,3,budget,party,rainy,international,Manali,agent_chat,0.62,Yes,4.43,Nov,6
3770,user_1896,1039,40530,5,luxury,adventurous,rainy,india,,group_vote,0.56,Yes,4.09,Aug,4
3771,user_7588,1027,31795,4,balanced,romantic,warm,india,Dubai,group_vote,0.56,No,3.83,Jan,4
3772,user_5544,1012,138012,2,budget,relaxed,temperate,international,Bali,book,0.94,Yes,5.0,Apr,4
3773,user_5586,1023,50318,1,balanced,curious,warm,india,,save,0.48,Yes,3.81,Jun,5
3774,user_1786,1046,27526,3,balanced,relaxed,temperate,india,Agra,view,0.22,Yes,4.64,May,6
3775,user_4239,1017,86183,2,luxury,relaxed,cold,international,Singapore,book,0.94,Yes,4.65,Dec,3
3776,user_9023,1010,41955,2,balanced,curious,warm,india,Singapore,agent_chat,0.62,Yes,3.6,Dec,6
3777,user_9900,1016,63062,2,luxury,party,temperate,international,Goa,book,0.94,Yes,3.66,Jun,4
3778,user_8515,1024,105458,4,luxury,party,temperate,international,Jaipur,view,0.22,Yes,3.57,May,4
3779,user_7773,1011,61935,4,luxury,curious,temperate,international,,view,0.22,Yes,4.04,Mar,5
3780,user_7450,1040,40548,2,balanced,romantic,warm,india,,view,0.22,Yes,5.0,Jun,5
3781,user_4193,1035,31902,2,balanced,curious,temperate,india,Manali,view,0.22,No,4.58,Aug,5
3782,user_8832,1037,44028,3,luxury,adventurous,warm,india,Varanasi,group_vote,0.56,No,4.94,Dec,6
3783,user_7473,1023,97071,2,luxury,curious,temperate,international,Manali,agent_chat,0.62,Yes,3.71,Sep,5
3784,user_1193,1047,27647,1,balanced,relaxed,cold,india,Agra,save,0.48,No,4.53,Aug,4
3785,user_3468,1030,44449,5,budget,adventurous,rainy,india,Paris,view,0.22,Yes,4.23,Sep,5
3786,user_6267,1010,15000,1,balanced,romantic,cold,india,,agent_chat,0.62,Yes,4.05,Dec,4
3787,user_5661,1048,79629,4,luxury,relaxed,rainy,international,,book,0.94,Yes,4.47,Nov,6
3788,user_6443,1046,46922,2,budget,romantic,temperate,india,Agra,view,0.22,Yes,4.94,Aug,5
3789,user_2317,1014,62666,4,balanced,adventurous,rainy,international,Maldives,save,0.48,Yes,4.12,Jun,3
3790,user_5134,1033,15000,3,balanced,relaxed,warm,india,Kerala,save,0.48,Yes,4.35,May,5
3791,user_1039,1002,83450,4,luxury,romantic,rainy,international,Agra,save,0.48,Yes,4.23,Aug,4
3792,user_4199,1016,62443,4,balanced,romantic,cool,international,,view,0.22,No,3.62,May,5
3793,user_8165,1010,85648,2,balanced,adventurous,cool,international,Paris,save,0.48,Yes,4.12,Sep,5
3794,user_9242,1047,37315,5,balanced,romantic,warm,india,Agra,agent_chat,0.62,Yes,5.0,Dec,5
3795,user_3392,1036,94647,1,luxury,curious,warm,international,Udaipur,view,0.22,Yes,4.17,Oct,5
3796,user_2203,1020,132228,4,balanced,relaxed,warm,international,Thailand,view,0.22,Yes,5.0,Feb,5
3797,user_4953,1023,104364,2,budget,spiritual,temperate,international,Paris,view,0.22,No,3.14,Oct,4
3798,user_3155,1006,60559,3,balanced,adventurous,cool,international,Tokyo,group_vote,0.56,Yes,4.53,May,5
3799,user_6257,1028,26203,3,balanced,romantic,warm,india,Udaipur,save,0.48,Yes,4.35,Jul,5
3800,user_1185,1033,36983,4,luxury,spiritual,temperate,india,Tokyo,group_vote,0.56,Yes,4.18,Dec,4
3801,user_4721,1012,84057,2,budget,spiritual,cool,international,Manali,view,0.22,No,4.01,Jan,3
3802,user_4050,1007,88525,1,budget,curious,temperate,international,Dubai,view,0.22,Yes,4.96,Jan,6
3803,user_2206,1025,26159,4,balanced,romantic,cool,india,,view,0.22,No,4.26,Jul,5
3804,user_9014,1048,32128,2,luxury,romantic,cool,india,Kerala,save,0.48,Yes,4.14,Dec,5
3805,user_4224,1041,44483,4,balanced,adventurous,warm,india,Paris,view,0.22,Yes,4.74,Jan,6
3806,user_6697,1048,17017,5,luxury,romantic,cool,india,Manali,view,0.22,No,4.05,Feb,6
3807,user_5285,1029,26036,4,balanced,adventurous,cool,india,Goa,agent_chat,0.62,No,5.0,Dec,7
3808,user_9917,1014,69675,6,luxury,relaxed,temperate,international,Maldives,view,0.22,Yes,4.74,Aug,7
3809,user_9036,1028,85885,2,balanced,adventurous,rainy,international,,view,0.22,No,3.86,Aug,4
3810,user_3690,1030,26459,2,balanced,curious,cold,india,Goa,view,0.22,No,4.15,Jan,6
3811,user_2406,1024,32765,4,balanced,adventurous,warm,india,Thailand,view,0.22,No,3.3,Nov,5
3812,user_8880,1046,25188,2,balanced,spiritual,cool,india,,save,0.48,Yes,4.11,Nov,3
3813,user_6687,1047,45500,5,balanced,curious,cool,india,Agra,save,0.48,Yes,4.95,May,5
3814,user_1776,1040,19785,4,balanced,relaxed,rainy,india,Udaipur,view,0.22,Yes,4.48,Jun,4
3815,user_7167,1048,40632,2,budget,adventurous,rainy,india,Agra,view,0.22,Yes,4.79,Aug,5
3816,user_2472,1024,117186,2,budget,curious,temperate,international,,group_vote,0.56,Yes,3.6,Jun,5
3817,user_4209,1036,32617,2,balanced,spiritual,temperate,india,Manali,agent_chat,0.62,No,4.35,Apr,5
3818,user_7334,1019,71362,6,balanced,romantic,rainy,international,Bali,view,0.22,No,3.49,Aug,4
3819,user_5881,1026,30098,4,balanced,party,temperate,india,Jaipur,group_vote,0.56,Yes,5.0,Apr,4
3820,user_3066,1002,96117,2,balanced,relaxed,warm,international,Tokyo,save,0.48,No,4.23,Apr,4
3821,user_9422,1041,33552,4,luxury,relaxed,cool,india,Udaipur,book,0.94,Yes,4.52,Oct,6
3822,user_1164,1020,29379,1,balanced,romantic,temperate,india,,save,0.48,No,3.8,Sep,4
3823,user_4785,1031,32974,3,budget,spiritual,rainy,india,Kerala,group_vote,0.56,Yes,5.0,Feb,4
3824,user_2683,1048,25185,2,balanced,party,cold,india,Agra,view,0.22,No,4.34,Jun,4
3825,user_9734,1028,44413,2,balanced,adventurous,cool,india,,view,0.22,No,3.45,Jan,5
3826,user_4447,1035,45045,4,balanced,relaxed,temperate,india,Varanasi,agent_chat,0.62,No,4.97,Jun,4
3827,user_7052,1030,21511,5,balanced,curious,temperate,india,Goa,view,0.22,No,4.58,Feb,5
3828,user_7222,1025,18461,2,budget,relaxed,cool,india,Kerala,view,0.22,Yes,3.94,Jan,3
3829,user_3673,1001,47897,2,luxury,adventurous,warm,india,,save,0.48,No,3.17,Aug,6
3830,user_6110,1002,73450,3,budget,relaxed,rainy,international,Paris,save,0.48,Yes,4.32,Oct,7
3831,user_2876,1042,32340,1,balanced,spiritual,rainy,india,Bali,view,0.22,No,4.1,Mar,5
3832,user_2138,1011,21136,4,balanced,party,warm,india,Kerala,save,0.48,Yes,4.42,Mar,5
3833,user_2921,1002,15000,6,budget,spiritual,temperate,india,Manali,agent_chat,0.62,No,3.16,Oct,5
3834,user_1388,1030,67685,4,luxury,curious,temperate,international,,book,0.94,Yes,4.3,Oct,4
3835,user_9143,1031,44010,4,balanced,relaxed,cool,india,,view,0.22,Yes,4.37,Aug,5
3836,user_8273,1003,89724,1,balanced,adventurous,rainy,international,Paris,save,0.48,Yes,4.65,Nov,3
3837,user_7757,1045,27962,2,budget,relaxed,rainy,india,,view,0.22,No,4.12,Feb,4
3838,user_4196,1023,103620,3,budget,party,temperate,international,Switzerland,view,0.22,Yes,3.96,Sep,4
3839,user_6711,1007,113264,1,balanced,party,cold,international,Shimla,group_vote,0.56,Yes,4.72,Sep,6
3840,user_8555,1029,64283,6,budget,spiritual,warm,international,,view,0.22,No,3.64,Sep,4
3841,user_5298,1011,113907,5,balanced,spiritual,cool,international,Kerala,view,0.22,Yes,5.0,Jan,5
3842,user_3295,1015,85367,4,budget,adventurous,warm,international,Maldives,group_vote,0.56,Yes,4.89,Jan,6
3843,user_1611,1014,83760,3,balanced,curious,warm,international,Maldives,view,0.22,No,4.78,Jan,6
3844,user_3216,1003,70585,5,balanced,relaxed,temperate,international,Paris,save,0.48,No,5.0,Jul,4
3845,user_8488,1027,26378,3,balanced,curious,cool,india,,save,0.48,No,3.7,Feb,4
3846,user_3410,1015,71910,2,balanced,adventurous,cold,international,Shimla,view,0.22,No,3.44,Jan,5
3847,user_2886,1012,101227,4,budget,party,warm,international,Bali,save,0.48,Yes,4.49,Nov,4
3848,user_1256,1047,23930,3,balanced,romantic,rainy,india,Agra,group_vote,0.56,No,3.95,Sep,4
3849,user_7902,1044,34163,2,budget,romantic,temperate,india,Shimla,book,0.94,Yes,4.74,May,6
3850,user_3731,1042,92518,2,balanced,spiritual,temperate,international,Bali,view,0.22,No,3.68,Jun,6
3851,user_2989,1012,25468,1,luxury,curious,warm,india,Jaipur,view,0.22,Yes,3.75,Dec,7
